Assignment_ID;ROI_ring;DB_Status;DB_Status_Date_Active;DB_Status_Date_Inactive
AID_20260105T163641035207Z_4RJYJ7UZ55EC;0;Active;05-01-2026 16:37;
AID_20260105T163641108261Z_CCFXK2QKRNFR;0;Active;05-01-2026 16:37;
AID_20260105T163641190111Z_3DNNPQVZDNAV;1;Active;05-01-2026 16:37;
AID_20260105T163641270943Z_YINSAG6F5NGX;1;Active;05-01-2026 16:37;
AID_20260105T163641352242Z_LAWZV4PCTBBL;2;Active;05-01-2026 16:37;
AID_20260105T163641430485Z_B5HAWQNEOVGH;1;Active;05-01-2026 16:37;
AID_20260105T163641509795Z_2FPNBYFRRRFQ;1;Active;05-01-2026 16:37;
AID_20260105T163641588870Z_YT3XHKLXJNFZ;1;Active;05-01-2026 16:37;
AID_20260105T163641734231Z_35FF2PLTR5BK;1;Active;05-01-2026 16:37;
AID_20260105T163641816952Z_JMXDT4RX6JGN;0;Active;05-01-2026 16:37;
AID_20260105T163641900449Z_Q2JE27SYCFCI;1;Active;05-01-2026 16:37;
AID_20260105T163641975700Z_Y4WDGB34SNDG;1;Active;05-01-2026 16:37;
AID_20260105T163642055222Z_35J4AHXC5FCP;1;Active;05-01-2026 16:37;
AID_20260105T163642137601Z_SKZ7BZMEXRDW;1;Active;05-01-2026 16:37;
AID_20260105T163642219289Z_C4UT75BZZBDO;1;Active;05-01-2026 16:37;
AID_20260105T163642294707Z_PIOCBDO4PZE7;1;Active;05-01-2026 16:37;
AID_20260105T163642376594Z_M63JAM2WQ5HI;1;Active;05-01-2026 16:37;
AID_20260105T163642465973Z_ZOBZ34YLNBHK;0;Active;05-01-2026 16:37;
AID_20260105T163642546327Z_HG5M5FV4WVCQ;0;Active;05-01-2026 16:37;
AID_20260105T163642629695Z_TBW3FAXSFZFE;1;Active;05-01-2026 16:37;
AID_20260105T163642717349Z_NDJHIWDU55AC;1;Active;05-01-2026 16:37;
AID_20260105T163642802783Z_PVQ7OS6NFJEL;0;Active;05-01-2026 16:37;
AID_20260105T163642887413Z_LO7XOZNGQJHK;0;Active;05-01-2026 16:37;
AID_20260105T163642973082Z_ZJQPX6UN5FDX;0;Active;05-01-2026 16:37;
AID_20260105T163643047597Z_UISOQG2P4ZEX;1;Active;05-01-2026 16:37;
AID_20260105T163643130371Z_IYAIXWZOIJEZ;3;Active;05-01-2026 16:37;
AID_20260105T163643211399Z_GTBNE4VFGBBT;0;Active;05-01-2026 16:37;
AID_20260105T163643352402Z_672ZJHLS3JDJ;0;Active;05-01-2026 16:37;
AID_20260105T163643439342Z_UEP2A2CJ5BFA;0;Active;05-01-2026 16:37;
AID_20260105T163643532676Z_6R5F3TL7D5B2;0;Active;05-01-2026 16:37;
AID_20260105T163643637923Z_FUY4HXI52FG5;0;Active;05-01-2026 16:37;
AID_20260105T163643714973Z_KJREF7PENBCP;0;Active;05-01-2026 16:37;
AID_20260105T163643798061Z_BCTCVDNKSJCT;1;Active;05-01-2026 16:37;
AID_20260105T163643886442Z_YR664MHGKNFK;1;Active;05-01-2026 16:37;
AID_20260105T163643968015Z_KQN7M4SP6BCZ;2;Active;05-01-2026 16:37;
AID_20260105T163644053151Z_3RG74O7J7FDJ;2;Active;05-01-2026 16:37;
AID_20260105T163644131753Z_MGMLV6PN7BEO;1;Active;05-01-2026 16:37;
AID_20260105T163644215708Z_SUZZ5USXGJGV;1;Active;05-01-2026 16:37;
AID_20260105T163644300118Z_JPDTWC6UG5BG;1;Active;05-01-2026 16:37;
AID_20260105T163644383181Z_QGETEDMUBREM;2;Active;05-01-2026 16:37;
AID_20260105T163644467148Z_2FXWGGMOXBEB;1;Active;05-01-2026 16:37;
AID_20260105T163644544382Z_KIIXE4CEMJB7;1;Active;05-01-2026 16:37;
AID_20260105T163644627054Z_TKZXTGX5RFCR;1;Active;05-01-2026 16:37;
AID_20260105T163644707721Z_DTZUKS4HIFGL;1;Active;05-01-2026 16:37;
AID_20260105T163644788581Z_DR3P6WKJGVA2;1;Active;05-01-2026 16:37;
AID_20260105T163644869846Z_4GCRQEMIDNCR;1;Active;05-01-2026 16:37;
AID_20260105T163645013034Z_CLZPPHO6LZHS;1;Active;05-01-2026 16:37;
AID_20260105T163645099009Z_WTVX6FXPXVAN;0;Active;05-01-2026 16:37;
AID_20260105T163645190698Z_M5HH6OBUHVH4;0;Active;05-01-2026 16:37;
AID_20260105T163645277539Z_OKROBJAI5JBL;0;Active;05-01-2026 16:37;
AID_20260105T163645361483Z_LZPXWZQLWJHV;0;Active;05-01-2026 16:37;
AID_20260105T163645444619Z_MNEQ4USKCVBV;0;Active;05-01-2026 16:37;
AID_20260105T163645529159Z_5S5RYINFUJDP;1;Active;05-01-2026 16:37;
AID_20260105T163645610626Z_J5PF3ASKSRFC;0;Active;05-01-2026 16:37;
AID_20260105T163645691819Z_EW6WR3JQ7NGX;1;Active;05-01-2026 16:37;
AID_20260105T163645776573Z_REOSXZJPOVER;1;Active;05-01-2026 16:37;
AID_20260105T163645862750Z_F6DHNITHJZGM;0;Active;05-01-2026 16:37;
AID_20260105T163645951019Z_BXXCSVDNPZD5;0;Active;05-01-2026 16:37;
AID_20260105T163646034095Z_VIMSIFE7UBF6;0;Active;05-01-2026 16:37;
AID_20260105T163646113406Z_WEXCYAOMHBA5;0;Active;05-01-2026 16:37;
AID_20260105T163646200442Z_6HSVV5HSGJHW;0;Active;05-01-2026 16:37;
AID_20260105T163646284265Z_Z4Q6CFHYGBBL;0;Active;05-01-2026 16:37;
AID_20260105T163646371132Z_RYTLS6NUKJGX;0;Active;05-01-2026 16:37;
AID_20260105T163646455924Z_2DMEYV24HVEF;0;Active;05-01-2026 16:37;
AID_20260105T163646598465Z_YMSOYMOFAFGX;2;Active;05-01-2026 16:37;
AID_20260105T163646685679Z_SJJXTYLQCJBN;2;Active;05-01-2026 16:37;
AID_20260105T163646776592Z_IIA42HVEVFAW;0;Active;05-01-2026 16:37;
AID_20260105T163646863879Z_BVP4EOZ2YJCC;1;Active;05-01-2026 16:37;
AID_20260105T163646953320Z_RSYSJIBD3FCP;0;Active;05-01-2026 16:37;
AID_20260105T163647042868Z_GWRS7GIBWVHI;1;Active;05-01-2026 16:37;
AID_20260105T163647127213Z_4XLPSEP37BFL;1;Active;05-01-2026 16:37;
AID_20260105T163647221011Z_6QMUPQTBCJHT;0;Active;05-01-2026 16:37;
AID_20260105T163647305410Z_TMBQWM6O2NEQ;0;Active;05-01-2026 16:37;
AID_20260105T163647391256Z_IES3ZEDIOVBE;0;Active;05-01-2026 16:37;
AID_20260105T163647494951Z_LWEUU73CJNB4;0;Active;05-01-2026 16:37;
AID_20260105T163647580515Z_PUTWFELLY5E2;0;Active;05-01-2026 16:37;
AID_20260105T163647669798Z_QCRB2UVAFNF6;0;Active;05-01-2026 16:37;
AID_20260105T163647761056Z_3LJ3XAD25JA4;1;Active;05-01-2026 16:37;
AID_20260105T163647852962Z_4HVGDIEXNFCD;1;Active;05-01-2026 16:37;
AID_20260105T163647940589Z_BEAK5MEAZNGS;1;Active;05-01-2026 16:37;
AID_20260105T163648031823Z_PT3UVHUBGRFA;1;Active;05-01-2026 16:37;
AID_20260105T163648186845Z_PTAHEHCYTRD5;1;Active;05-01-2026 16:37;
AID_20260105T163648279447Z_M3WW6ZY4YNEE;1;Active;05-01-2026 16:37;
AID_20260105T163648370758Z_AZRKHULYKNGA;1;Active;05-01-2026 16:37;
AID_20260105T163648459982Z_VUDGJZ3J2JEA;2;Active;05-01-2026 16:37;
AID_20260105T163648553631Z_42ABMDJFPZEO;1;Active;05-01-2026 16:37;
AID_20260105T163648649466Z_ZZU3P3B245BV;1;Active;05-01-2026 16:37;
AID_20260105T163648768550Z_PN7RRFWX5RHC;1;Active;05-01-2026 16:37;
AID_20260105T163648868490Z_2RKE6QME5VB4;2;Active;05-01-2026 16:37;
AID_20260105T163648960349Z_UB7RY42FHZBW;1;Active;05-01-2026 16:37;
AID_20260105T163649051404Z_ZNGHY3H3CRAZ;1;Active;05-01-2026 16:37;
AID_20260105T163649138463Z_7DV6MCFA4ZGF;1;Active;05-01-2026 16:37;
AID_20260105T163649239972Z_OMME3MTLOVEL;1;Active;05-01-2026 16:37;
AID_20260105T163649339759Z_KEHVA2NL5VEK;1;Active;05-01-2026 16:37;
AID_20260105T163649454509Z_M45XOAGIZRH6;1;Active;05-01-2026 16:37;
AID_20260105T163649547125Z_3MKYDZ3W6FHP;1;Active;05-01-2026 16:37;
AID_20260105T163649641036Z_N2PQGQTGWBER;1;Active;05-01-2026 16:37;
AID_20260105T163649804890Z_5SVGWN5ESJB2;0;Active;05-01-2026 16:37;
AID_20260105T163649905633Z_52HHZD2F4FDN;0;Active;05-01-2026 16:37;
AID_20260105T163650006712Z_UBWCTVBHL5DN;0;Active;05-01-2026 16:37;
AID_20260105T163650107925Z_FALIOMIVOFGL;0;Active;05-01-2026 16:37;
AID_20260105T163650207782Z_LJP62M42B5AX;1;Active;05-01-2026 16:37;
AID_20260105T163650306491Z_UV725PUVV5C3;1;Active;05-01-2026 16:37;
AID_20260105T163650399215Z_JDELIBJJNBF6;0;Active;05-01-2026 16:37;
AID_20260105T163650494360Z_EGLAY7S5KRAQ;0;Active;05-01-2026 16:37;
AID_20260105T163650593864Z_PZI2C6GLUFB7;0;Active;05-01-2026 16:37;
AID_20260105T163650698772Z_GPWIGV367BCD;1;Active;05-01-2026 16:37;
AID_20260105T163650803965Z_KDZOZ2RU7BGT;0;Active;05-01-2026 16:37;
AID_20260105T163650903219Z_W7NKDREUJZFN;0;Active;05-01-2026 16:37;
AID_20260105T163651001832Z_YSWGYUZFW5EZ;0;Active;05-01-2026 16:37;
AID_20260105T163651171801Z_CTDWQ7N3YFCY;0;Active;05-01-2026 16:37;
AID_20260105T163651273855Z_VDHLEM6HXZC4;0;Active;05-01-2026 16:37;
AID_20260105T163651374606Z_HTVEISZ6JRAZ;1;Active;05-01-2026 16:37;
AID_20260105T163651473038Z_WLLKPZDLGNFT;1;Active;05-01-2026 16:37;
AID_20260105T163651569102Z_57TYY7LD5REL;1;Active;05-01-2026 16:37;
AID_20260105T163651668736Z_OWSIZD2BPFHE;1;Active;05-01-2026 16:37;
AID_20260105T163651765055Z_H2SSS5RE6ZFG;1;Active;05-01-2026 16:37;
AID_20260105T163651868363Z_LOS6CBN6BFHB;0;Active;05-01-2026 16:37;
AID_20260105T163651965664Z_3TGADMKWHJCC;0;Active;05-01-2026 16:37;
AID_20260105T163652061753Z_NTDNDF72VFDZ;1;Active;05-01-2026 16:37;
AID_20260105T163652159024Z_244OACD45RC3;1;Active;05-01-2026 16:37;
AID_20260105T163652257543Z_RDIFDPL2UZA2;1;Active;05-01-2026 16:37;
AID_20260105T163652362305Z_V4CTT7N7QVE3;2;Active;05-01-2026 16:37;
AID_20260105T163652458469Z_4CQPJTZ52FFF;2;Active;05-01-2026 16:37;
AID_20260105T163652556992Z_OFEIKLUWY5DV;2;Active;05-01-2026 16:37;
AID_20260105T163652717236Z_E33V2U3XJVBA;2;Active;05-01-2026 16:37;
AID_20260105T163652815448Z_GCFAS7WSRJBX;2;Active;05-01-2026 16:37;
AID_20260105T163652918102Z_V5WDWAGJHJER;2;Active;05-01-2026 16:37;
AID_20260105T163653015659Z_NH5IXCTWA5E4;2;Active;05-01-2026 16:37;
AID_20260105T163653114899Z_UV4GA5F2P5DP;2;Active;05-01-2026 16:37;
AID_20260105T163653220282Z_7HTV5IMIL5AD;2;Active;05-01-2026 16:37;
AID_20260105T163653318700Z_CYY4WVJJ6NCZ;2;Active;05-01-2026 16:37;
AID_20260105T163653415620Z_BGOSXPKLQNB6;2;Active;05-01-2026 16:37;
AID_20260105T163653516650Z_DFZSMKBVFJGP;2;Active;05-01-2026 16:37;
AID_20260105T163653620913Z_JOSD4FZVPZGN;2;Active;05-01-2026 16:37;
AID_20260105T163653725880Z_ZL2Y4PDJTNA2;2;Active;05-01-2026 16:37;
AID_20260105T163653866002Z_IBUVNDJU4JET;1;Active;05-01-2026 16:37;
AID_20260105T163653964578Z_VV7WK3Y2JFEU;0;Active;05-01-2026 16:37;
AID_20260105T163654066813Z_2YYU3LPOK5DG;0;Active;05-01-2026 16:37;
AID_20260105T163654172820Z_X4CXPWSWCVEO;0;Active;05-01-2026 16:37;
AID_20260105T163654342071Z_T7CVWGWQTJB5;0;Active;05-01-2026 16:37;
AID_20260105T163654448984Z_YHPXXEGA55EK;0;Active;05-01-2026 16:37;
AID_20260105T163654552534Z_WUUIJMLEW5BB;0;Active;05-01-2026 16:37;
AID_20260105T163654654363Z_LZX54GWJOJBE;0;Active;05-01-2026 16:37;
AID_20260105T163654754899Z_I3DEEG6LTJDW;0;Active;05-01-2026 16:37;
AID_20260105T163654860700Z_EZTZKTJ2IRCE;0;Active;05-01-2026 16:37;
AID_20260105T163654962327Z_3YU7EUY7ZNBP;0;Active;05-01-2026 16:37;
AID_20260105T163655062711Z_7BS273BKCNAN;0;Active;05-01-2026 16:37;
AID_20260105T163655175349Z_U3BKPAHAHZDR;0;Active;05-01-2026 16:37;
AID_20260105T163655279472Z_JRCZEXVSFVE4;0;Active;05-01-2026 16:37;
AID_20260105T163655381013Z_SNB3U7KYEZBC;1;Active;05-01-2026 16:37;
AID_20260105T163655482339Z_QGK23QXNIZGN;1;Active;05-01-2026 16:37;
AID_20260105T163655590703Z_HKKKA7RWDBH6;0;Active;05-01-2026 16:37;
AID_20260105T163655697486Z_K5HKKFQJ35D2;0;Active;05-01-2026 16:37;
AID_20260105T163655856407Z_T7MRAEJVDFD2;1;Active;05-01-2026 16:37;
AID_20260105T163655967315Z_F4SOMG4O4FCL;1;Active;05-01-2026 16:37;
AID_20260105T163656080222Z_LJTKKEQNQRHX;2;Active;05-01-2026 16:37;
AID_20260105T163656183258Z_GF7PEMSH5FDL;1;Active;05-01-2026 16:37;
AID_20260105T163656287277Z_WLOTJCEBQZD2;1;Active;05-01-2026 16:37;
AID_20260105T163656393069Z_HGZ4VIEGDREA;1;Active;05-01-2026 16:37;
AID_20260105T163656497971Z_VVDOWNKFWBFU;1;Active;05-01-2026 16:37;
AID_20260105T163656603026Z_VCV6RYRM2RDP;1;Active;05-01-2026 16:37;
AID_20260105T163656705534Z_SJ7QLBQQRNFD;1;Active;05-01-2026 16:37;
AID_20260105T163656869577Z_GM7323T5LJEA;1;Active;05-01-2026 16:37;
AID_20260105T163656983985Z_FG4XZLECJZFR;1;Active;05-01-2026 16:37;
AID_20260105T163657086144Z_F2E75U5V2FHL;1;Active;05-01-2026 16:37;
AID_20260105T163657186116Z_XV4VO2RT5RCW;1;Active;05-01-2026 16:37;
AID_20260105T163657290848Z_77AQIQY3CBGP;1;Active;05-01-2026 16:37;
AID_20260105T163657403662Z_5ONCOSDR6BB6;0;Active;05-01-2026 16:37;
AID_20260105T163657512503Z_QTW6OCYIMJFG;0;Active;05-01-2026 16:37;
AID_20260105T163657627300Z_ZJG7JBFPGJG3;0;Active;05-01-2026 16:37;
AID_20260105T163657735902Z_4QNUVVWPUFA2;0;Active;05-01-2026 16:37;
AID_20260105T163657843049Z_TJWU2YQR45GZ;0;Active;05-01-2026 16:37;
AID_20260105T163657966688Z_W4GGQECV6VHL;0;Active;05-01-2026 16:37;
AID_20260105T163658072244Z_VINAKXXG6ND2;0;Active;05-01-2026 16:37;
AID_20260105T163658176398Z_27ZLP434MRDQ;0;Active;05-01-2026 16:37;
AID_20260105T163658287118Z_5ALXF7CLKZFH;0;Active;05-01-2026 16:37;
AID_20260105T163658461474Z_HJ25RUBVXFCI;0;Active;05-01-2026 16:37;
AID_20260105T163658576409Z_XZUOEGN7WBGW;0;Active;05-01-2026 16:37;
AID_20260105T163658704599Z_BWCI3THUPZEV;0;Active;05-01-2026 16:37;
AID_20260105T163658837943Z_4BUGPDYX4BAV;0;Active;05-01-2026 16:37;
AID_20260105T163658960427Z_RFYRGGU32BFK;0;Active;05-01-2026 16:37;
AID_20260105T163659065550Z_B3BIP6XJNZEI;0;Active;05-01-2026 16:37;
AID_20260105T163659175577Z_5DMCZJV4LZAW;0;Active;05-01-2026 16:37;
AID_20260105T163659297321Z_66JYIPNM6JEX;0;Active;05-01-2026 16:37;
AID_20260105T163659412597Z_B7LY6UT4SJHI;0;Active;05-01-2026 16:37;
AID_20260105T163659523161Z_2T2ANQD4JZH2;0;Active;05-01-2026 16:37;
