SOB_ID;DB_Status;SOB_as_code;SOB_ring;DB_Status_Date_Active;DB_Status_Date_Inactive
SOB_20260105T163218745178Z_XT3EM6QY5VAI;Active;TGB101_10mX4190210000Y2987930000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218745323Z_T3DZZLTT6VGQ;Active;TGB101_10mX4197590000Y2987290000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218745467Z_TXYGQ6FDYVEH;Active;TGB101_10mX4181720000Y2985750000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218745619Z_NUNEYZBW4ZFZ;Active;TGB101_10mX4197500000Y2988690000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218745763Z_HDN2GRFTMBGM;Active;TGB101_10mX4196440000Y2989090000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218745910Z_NUWWUG2AXNDZ;Active;TGB101_10mX4196760000Y2989350000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746051Z_QMFBA5ERHBD6;Active;TGB101_10mX4197210000Y2988990000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746197Z_S62JMINXOVH3;Active;TGB101_10mX4192970000Y2989130000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746341Z_2W4CW2GIPFEL;Active;TGB101_10mX4196690000Y2989070000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746481Z_SFJU7DR2EBGR;Active;TGB101_10mX4198090000Y2989930000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746630Z_FFHHY4GWJVHO;Active;TGB101_10mX4196670000Y2989140000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746775Z_YVTCWQDEQRBL;Active;TGB101_10mX4196550000Y2989110000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218746924Z_77YT3A2SQRFT;Active;TGB101_10mX4196750000Y2988880000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218747063Z_QZI4B34MQVHZ;Active;TGB101_10mX4194900000Y2997720000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218747206Z_RL24HXIKWRGK;Active;TGB101_10mX4196440000Y2989070000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218747665Z_NPTCBHZYMFEM;Active;TGB101_10mX4197410000Y2988890000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218748373Z_OCE5VRWOVNDW;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218748905Z_FJ7QAQKWYFFA;Active;TGB101_10mX4196760000Y2988610000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218749556Z_ORZ4Q5XW4NG6;Active;TGB101_10mX4197360000Y2988560000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218749875Z_6BFUZFKAO5AX;Active;TGB101_10mX4195670000Y2989950000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218750115Z_GVCDTMPKB5AY;Active;TGB101_10mX4197870000Y2989870000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218750331Z_KGUZQVRU3RA7;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218750544Z_ZS2WOLPC2RHT;Active;TGB101_10mX4196810000Y2989120000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218750759Z_EV3ES7ONFFB6;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218750963Z_K3AKL5RHFFF3;Active;TGB101_10mX4192240000Y2989100000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218751173Z_22TWMCS7OZFP;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218751387Z_ULYINYX5TJAZ;Active;TGB101_10mX4197190000Y2989000000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218751618Z_RMFZ2HOSCVCH;Active;TGB101_10mX4197540000Y2988720000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218751851Z_M6CNQMT45FGW;Active;TGB101_10mX4196710000Y2989060000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218752078Z_CJQSWAIEEVFA;Active;TGB101_10mX4196490000Y2989130000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218752323Z_GVVEJ374RVH2;Active;TGB101_10mX4196910000Y2988980000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218752547Z_7KQD3HE42BGV;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218752766Z_GWLHICWIOVHL;Active;TGB101_10mX4197440000Y2988980000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218753004Z_3U5NVC4VG5CQ;Active;TGB101_10mX4197370000Y2988550000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218753237Z_PFQJUENGNZAJ;Active;TGB101_10mX4195690000Y2990060000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218753512Z_NQBRB5QA4BHE;Active;TGB101_10mX4195070000Y2986930000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218753755Z_FSWXY5JESFDD;Active;TGB101_10mX4197480000Y2988870000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218753988Z_5D4FRKA4LVBQ;Active;TGB101_10mX4196750000Y2989170000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218754225Z_M4ZZBUAWM5CQ;Active;TGB101_10mX4196580000Y2989290000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218754475Z_EOXFLJ4GNBEV;Active;TGB101_10mX4192250000Y2989050000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218754700Z_KQR5SSB3WVCX;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218754924Z_5HYNB2VTHRBF;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218755153Z_3GJGPGCAL5CT;Active;TGB101_10mX4197300000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218755385Z_WJ4E6AZWIRHF;Active;TGB101_10mX4196740000Y2989070000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218755622Z_I5E3ELXIQRAM;Active;TGB101_10mX4175260000Y2987600000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218755854Z_LZB6PP2DLZEL;Active;TGB101_10mX4197410000Y2988450000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218756082Z_T5MN3NDTHJC6;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218756313Z_VGFAPZOH45H2;Active;TGB101_10mX4194970000Y2986960000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218756544Z_RYHLS7LGIBGQ;Active;TGB101_10mX4197350000Y2988560000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218756787Z_BEQG3UP2VRGS;Active;TGB101_10mX4195620000Y2990080000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218757019Z_LPHJPPCPNRCR;Active;TGB101_10mX4197830000Y2989930000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218757253Z_2B7S3JMDW5EB;Active;TGB101_10mX4197520000Y2988970000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218757496Z_Y5BO7YCRARFV;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218757716Z_5PUHI2ZZZ5CG;Active;TGB101_10mX4196690000Y2989290000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218757930Z_TPZ5OK33DBCE;Active;TGB101_10mX4192270000Y2989060000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218758170Z_YPFLM63SYZDK;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218758378Z_AW2F5TZQBZEN;Active;TGB101_10mX4197260000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218758593Z_LUSUQ6MLAJGL;Active;TGB101_10mX4197500000Y2988810000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218758802Z_BP5SUGMVUZHM;Active;TGB101_10mX4196690000Y2989050000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218759013Z_OXJJUA6CJJB3;Active;TGB101_10mX4175350000Y2987570000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218759235Z_H45JVJQ7TNGS;Active;TGB101_10mX4196990000Y2985610000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218759439Z_GMUVBPC7OFHW;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218759640Z_HTTQHMQ3RFFY;Active;TGB101_10mX4196620000Y2988460000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218759836Z_KJTWGQKYRNB6;Active;TGB101_10mX4197340000Y2988580000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760036Z_3U4MFQY5S5ES;Active;TGB101_10mX4195620000Y2990080000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760235Z_XVG5G3CIAND6;Active;TGB101_10mX4195080000Y2986970000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760432Z_RP7ZKVBCPFET;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760609Z_5H7KPXI7NBAI;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760766Z_ZFJKJAJUTZBG;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218760919Z_LDILQSF3QFFK;Active;TGB101_10mX4192280000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761070Z_ZT4T6W3CDBDY;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761245Z_3MPNH3PCAVEV;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761411Z_RXGJWOTZYFFD;Active;TGB101_10mX4197480000Y2988840000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761562Z_CPVQSVP6RJB3;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761720Z_2ELDRDMLJRDY;Active;TGB101_10mX4175260000Y2987600000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218761869Z_K7JYDOF6Y5EG;Active;TGB101_10mX4194290000Y2984890000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762015Z_TBNMTNTBSVE6;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762162Z_IEHFL5BEMJFV;Active;TGB101_10mX4195520000Y2979850000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762307Z_7OPDA4GXVFGV;Active;TGB101_10mX4197330000Y2988590000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762466Z_GMF5PY7VTVFO;Active;TGB101_10mX4195890000Y2990260000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762617Z_TJKHDKJBDZDQ;Active;TGB101_10mX4197870000Y2989870000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762764Z_L35OFHYMCVCE;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218762911Z_MPKMVRK3Z5A3;Active;TGB101_10mX4196810000Y2989120000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763056Z_PNJFO5AIENAW;Active;TGB101_10mX4196530000Y2989180000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763212Z_4HJBBEQE2RAP;Active;TGB101_10mX4192280000Y2988970000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763360Z_GATHLLYPFFA4;Active;TGB101_10mX4187920000Y2993420000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763508Z_KWRV3LGKCJA6;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763659Z_AY5XXRYTPFCN;Active;TGB101_10mX4197450000Y2988960000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763813Z_43XRHAW3EVGV;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218763959Z_GO6BIMOHU5CN;Active;TGB101_10mX4196860000Y2984060000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764107Z_XQRO2PKIFBDX;Active;TGB101_10mX4196720000Y2984090000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764254Z_BGTD5TQ2XVH3;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764402Z_XGURMWIR5VDO;Active;TGB101_10mX4202540000Y2990690000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764556Z_HBABGMDMMFF5;Active;TGB101_10mX4197320000Y2988610000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764703Z_DE3IKMHAJVFB;Active;TGB101_10mX4195890000Y2990260000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218764847Z_CTRSF7G4WBAE;Active;TGB101_10mX4197870000Y2989870000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765017Z_U2YXMJZAONCL;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765162Z_WVX25PFVRVFH;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765309Z_OAV53QNY2JH4;Active;TGB101_10mX4202670000Y2990670000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765448Z_TJVTPUUVQZGC;Active;TGB101_10mX4202670000Y2990670000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765591Z_IP7I2YBATND7;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765734Z_OEBG3BPARNEH;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218765877Z_XRX5XMJDCJHM;Active;TGB101_10mX4179040000Y2986100000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766025Z_3F2DMND4DVHH;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766166Z_2DHCAUI2QFBP;Active;TGB101_10mX4202640000Y2990550000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766305Z_IKJ3WCNAO5G7;Active;TGB101_10mX4203590000Y2990330000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766452Z_UTQRDPAR7VFU;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766592Z_PUZ3FCD7RRAS;Active;TGB101_10mX4189730000Y2991730000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766739Z_UWZX5MEFU5ES;Active;TGB101_10mX4197220000Y2988690000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218766884Z_ICAVBAQE2ZGG;Active;TGB101_10mX4195930000Y2990260000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767026Z_VBTT3ISPCNAF;Active;TGB101_10mX4194830000Y2993490000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767190Z_KIOG4MTCSNAP;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767336Z_UQEZHGMFAJFN;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767486Z_VUROQ3ZG6JE2;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767628Z_EDUI5S2BSNEI;Active;TGB101_10mX4192300000Y2988900000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767774Z_QYZ2ZBOP4RFM;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218767919Z_AH6FHIMYB5HG;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768060Z_XMQJE4S54NEU;Active;TGB101_10mX4197300000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768207Z_AM6OPSXY35BO;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768352Z_BYMKGQPBDFHO;Active;TGB101_10mX4175260000Y2987600000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768494Z_ODEY4YENXRCE;Active;TGB101_10mX4189710000Y2991700000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768637Z_56BVSRSSMJBQ;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768780Z_UKS5RUOJX5CY;Active;TGB101_10mX4199440000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218768931Z_I5TKNM47FRA6;Active;TGB101_10mX4197270000Y2988650000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769075Z_7STQ6FGXSNFK;Active;TGB101_10mX4195890000Y2990240000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769220Z_LQ2LZQGBV5HT;Active;TGB101_10mX4196570000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769361Z_RSOUBKTQBRE6;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769506Z_YV3JAKI5V5B3;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769656Z_UID7MSKGHJFC;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769795Z_BPK57TKEMBCZ;Active;TGB101_10mX4192310000Y2988870000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218769937Z_ACBW2B33EZBU;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770082Z_ZNJQZXT2WVEM;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770221Z_IKGG2HEMJBEP;Active;TGB101_10mX4197300000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770369Z_7ESXHUW56REJ;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770511Z_GX5IULHIWJG4;Active;TGB101_10mX4200290000Y2984670000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770650Z_QCRWO4HOVBGG;Active;TGB101_10mX4200360000Y2984660000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770789Z_LFISIKTHNFAH;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218770940Z_HGH7MA4NQFFR;Active;TGB101_10mX4197130000Y2989170000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771088Z_R3QNBJDQ3ZFK;Active;TGB101_10mX4197250000Y2988670000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771232Z_FSPAIZVKHVGC;Active;TGB101_10mX4195990000Y2990280000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771374Z_HOCWML4LMZCX;Active;TGB101_10mX4169930000Y2986110000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771517Z_4BAC2YSKFVFK;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771668Z_SN2KGIHFZNGL;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771810Z_NFBXNIMQJNBO;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218771963Z_GFCQKQB6BNFP;Active;TGB101_10mX4192260000Y2989070000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772107Z_DVBOPUV5RJEM;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772251Z_MXZFKSSVBBGT;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772405Z_6AB54MFDENF5;Active;TGB101_10mX4197300000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772546Z_LGKUWTEGUJBZ;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772687Z_LQJUZWIMIJDY;Active;TGB101_10mX4200380000Y2984650000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772829Z_RROPKI6XWND3;Active;TGB101_10mX4200470000Y2984660000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218772972Z_SJXLEWGBVRHV;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773118Z_NNLKXGYK5NGA;Active;TGB101_10mX4191780000Y2984290000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773261Z_UA2YXZ4P6JD7;Active;TGB101_10mX4197240000Y2988670000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773403Z_6FFVMIAVXFFA;Active;TGB101_10mX4196050000Y2990340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773567Z_L5FJTBXJUVE3;Active;TGB101_10mX4197720000Y2987930000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773706Z_7M7XFIPFNFCA;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773855Z_CES3MW7VHNA7;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218773994Z_FW624REYDNDF;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774134Z_UMEG5GO6I5HC;Active;TGB101_10mX4192300000Y2988940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774279Z_NZKXFAYLONBQ;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774419Z_W7NZVXSQ7BD6;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774565Z_6O2Y6KTJVFEV;Active;TGB101_10mX4197390000Y2989190000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774753Z_7BWPG3GTBNDX;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218774909Z_MRU5TE7HRNDM;Active;TGB101_10mX4197680000Y2987240000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775050Z_2JSWXWWSFFBN;Active;TGB101_10mX4197750000Y2987160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775192Z_3CYDJ4ZZGFGP;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775341Z_YMG5QBJJ2JHM;Active;TGB101_10mX4200760000Y2988420000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775489Z_WYSUP4N3OFHK;Active;TGB101_10mX4197230000Y2988690000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775636Z_DXQ2FENTDNH2;Active;TGB101_10mX4195720000Y2990110000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775778Z_DBM7QR6BOFGO;Active;TGB101_10mX4194900000Y2993710000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218775922Z_KP4C7JSYTJAS;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776074Z_6E6HV5EZJJGF;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776235Z_NAORKFP36RGC;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776382Z_FDYO4Q7LGVF7;Active;TGB101_10mX4197940000Y2987210000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776524Z_JKHF3VK2YZF4;Active;TGB101_10mX4196680000Y2989540000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776669Z_KEKM2YRXNZBB;Active;TGB101_10mX4197850000Y2987210000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776817Z_36BZUICZXJF3;Active;TGB101_10mX4197380000Y2989300000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218776961Z_FIS7YJIXOJAE;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777108Z_PWTJFKFGE5GQ;Active;TGB101_10mX4175260000Y2987600000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777251Z_KK6LOLHLDBDO;Active;TGB101_10mX4175140000Y2987400000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777395Z_6EPXGVPCZRC5;Active;TGB101_10mX4197150000Y2989020000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777548Z_RKP3PTPKJZGZ;Active;TGB101_10mX4199980000Y2990580000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777692Z_LLXXMLJ4K5C6;Active;TGB101_10mX4197220000Y2988690000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777833Z_4F2EZBJZTNHZ;Active;TGB101_10mX4195890000Y2990240000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218777978Z_HWHSMGH2KNG4;Active;TGB101_10mX4194930000Y2993770000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778129Z_LC3UM7OHIZEX;Active;TGB101_10mX4197460000Y2988920000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778273Z_TPT54MY6QNGF;Active;TGB101_10mX4196740000Y2989160000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778419Z_5UM727EFZFGF;Active;TGB101_10mX4196610000Y2989340000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778564Z_7OYDCOK7H5CO;Active;TGB101_10mX4192260000Y2989070000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778702Z_SPQUV3AYTRHB;Active;TGB101_10mX4198080000Y2989940000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778852Z_2SH4H4WOVFH7;Active;TGB101_10mX4197310000Y2989000000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218778994Z_JHVV5OJI45CC;Active;TGB101_10mX4196180000Y2989680000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779134Z_P2F46AUEEVCI;Active;TGB101_10mX4196740000Y2989030000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779273Z_XSFKRXYVBZD4;Active;TGB101_10mX4196400000Y2988410000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779417Z_VXEKYNBWQ5EH;Active;TGB101_10mX4196440000Y2988410000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779564Z_RQAM6N5SS5E6;Active;TGB101_10mX4197270000Y2988950000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779703Z_5W625AX6IJAC;Active;TGB101_10mX4191960000Y2989150000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779846Z_65M54EEUSJBV;Active;TGB101_10mX4197230000Y2988700000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218779985Z_UDHHC3Q5BBG3;Active;TGB101_10mX4196040000Y2990390000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218780129Z_SV5U2PJZGBF7;Active;TGB101_10mX4196800000Y2989820000Z0;0;2026-01-05 16:32:23;
SOB_20260105T163218780277Z_I4J6AUIW55E4;Active;TGB101_10mX4197470000Y2988940000Z0;0;2026-01-05 16:32:23;
